<ID|readonly|noverify>;<English>;<Comments>
fw-190a-5_u2_1;▀ Fw 190A Würger;
fw-190a-5_u2_2;Fw 190 Würger;
fw-190a-5_shop;▀ Fw 190A-5/U12 Würger;
fw-190a-5_0;▀ Focke-Wulf Fw 8-190A-5/U12 Würger;
fw-190a-5_1;▀ Fw 190A Würger;
fw-190a-5_2;Fw 190 Würger;
fw_190a_5_u14_shop;▀ Fw 190A-5/U14 Würger;
fw_190a_5_u14_0;▀ Focke-Wulf Fw 8-190A-5/U14 Würger;
fw_190a_5_u14_1;▀ Fw 190A Würger;
fw_190a_5_u14_2;Fw 190 Würger;
shop/group/fw-190a-f_group;▀ Fw 190A/F Würger;
fw-190a-8_shop;▀ Fw 190A-8 Würger;
fw-190a-8_0;▀ Focke-Wulf Fw 8-190A-8 Würger;
fw-190a-8_1;▀ Fw 190A Würger;
fw-190a-8_2;Fw 190 Würger;
fw-190a-8_usa_shop;▃ Fw 190A-8 Würger;
fw-190a-8_usa_0;▃ Focke-Wulf Fw 8-190A-8 Würger;
fw-190a-8_usa_1;▃ Fw 190A Würger;
fw-190a-8_usa_2;Fw 190 Würger;
fw-190c_shop;▀ Fw 190C V18 Würger;
fw-190c_0;▀ Focke-Wulf Fw 8-190C V18 Würger;
fw-190c_1;▀ Fw 190C Würger;
fw-190c_2;Fw 190 Würger;
shop/group/fw-190d_group;▀ Fw 190D Würger;
fw-190d-9_shop;▀ Fw 190D-9 Würger;
fw-190d-9_0;▀ Focke-Wulf Fw 8-190D-9 Würger;
fw-190d-9_1;▀ Fw 190D Würger;
fw-190d-9_2;Fw 190 Würger;
fw-190d-9_ussr_shop;▂ Fw 190D-9 Würger;
fw-190d-9_ussr_0;▂ Focke-Wulf Fw 8-190D-9 Würger;
fw-190d-9_ussr_1;▂ Fw 190D Würger;
fw-190d-9_ussr_2;Fw 190 Würger;
fw-190d-12_shop;▀ Fw 190D-12 V63 Würger;
fw-190d-12_0;▀ Focke-Wulf Fw 8-190D-12 V63 Würger;
fw-190d-12_1;▀ Fw 190D Würger;
fw-190d-12_2;Fw 190 Würger;
fw-190d-13_shop;▀ Fw 190D-13 Würger;
fw-190d-13_0;▀ Focke-Wulf Fw 8-190D-13 Würger;
fw-190d-13_1;▀ Fw 190D Würger;
fw-190d-13_2;Fw 190 Würger;
fw-190f-8_shop;▀ Fw 190F-8 Würger;
fw-190f-8_0;▀ Focke-Wulf Fw 8-190F-8 Würger;
fw-190f-8_1;▀ Fw 190F Würger;
fw-190f-8_2;Fw 190 Würger;
arado-196a-3_shop;▀ Ar 196A-3;
arado-196a-3_0;▀ Arado Ar 8-196A-3;
arado-196a-3_1;▀ Ar 196A;
arado-196a-3_2;Ar 196;
arado-196a-5_shop;⛮ Ar 196A-5;
arado-196a-5_0;⛮ Arado Ar 8-196A-5;
arado-196a-5_1;⛮ Ar 196A;
arado-196a-5_2;Ar 196;
fw_200c_1_shop;▀ Fw 200C-1 Condor;
fw_200c_1_0;▀ Focke-Wulf Fw 8-200C-1 Condor;
fw_200c_1_1;▀ Fw 200C Condor;
fw_200c_1_2;Fw 200 Condor;
me-210_shop;▀ Me 210A-1;
me-210_0;▀ Messerschmitt Me 8-210A-1;
me-210_1;▀ Me 210A;
me-210_2;Me 210;
shop/group/do_217e_group;▀ Do 217E;
do_217e_2_shop;▀ Do 217E-2;
do_217e_2_0;▀ Dornier Do 8-217E-2;
do_217e_2_1;▀ Do 217E;
do_217e_2_2;Do 217;
do_217e_4_shop;▀ Do 217E-4;
do_217e_4_0;▀ Dornier Do 8-217E-4;
do_217e_4_1;▀ Do 217E;
do_217e_4_2;Do 217;
shop/group/do_217j_group;▀ Do 217J;
do_217j_1_shop;▀ Do 217J-1;
do_217j_1_0;▀ Dornier Do 8-217J-1;
do_217j_1_1;▀ Do 217J;
do_217j_1_2;Do 217;
do_217j_2_shop;▀ Do 217J-2;
do_217j_2_0;▀ Dornier Do 8-217J-2;
do_217j_2_1;▀ Do 217J;
do_217j_2_2;Do 217;
shop/group/do_217k_group;▀ Do 217K/M;
do_217k_1_shop;▀ Do 217K-1;
do_217k_1_0;▀ Dornier Do 8-217K-1;
do_217k_1_1;▀ Do 217K;
do_217k_1_2;Do 217;
do_217m_1_shop;▀ Do 217M-1;
do_217m_1_0;▀ Dornier Do 8-217M-1;
do_217m_1_1;▀ Do 217M;
do_217m_1_2;Do 217;
shop/group/do_217n_group;▀ Do 217N;
do_217n_1_shop;▀ Do 217N-1;
do_217n_1_0;▀ Dornier Do 8-217N-1;
do_217n_1_1;▀ Do 217N;
do_217n_1_2;Do 217;
do_217n_2_shop;▀ Do 217N-2;
do_217n_2_0;▀ Dornier Do 8-217N-2;
do_217n_2_1;▀ Do 217N;
do_217n_2_2;Do 217;
he_219a_7_shop;▀ He 219A-7 Uhu;
he_219a_7_0;▀ Heinkel He 8-219A-7 Uhu;
he_219a_7_1;▀ He 219A Uhu;
he_219a_7_2;He 219 Uhu;
go229_v3_shop;▀ Ho 229A-0;
go229_v3_0;▀ Horten Ho 8-229A-0;
go229_v3_1;▀ Ho 229A;
go229_v3_2;Ho 229;
shop/group/arado_234_group;▀ Ar 234 Blitz;
arado-234_shop;▀ Ar 234B-2 Blitz;
arado-234_0;▀ Arado Ar 8-234B-2 Blitz;
arado-234_1;▀ Ar 234B Blitz;
arado-234_2;Ar 234 Blitz;
arado-234c-3_shop;▀ Ar 234C-3 Blitz;
arado-234c-3_0;▀ Arado Ar 8-234C-3 Blitz;
arado-234c-3_1;▀ Ar 234C Blitz;
arado-234c-3_2;Ar 234 Blitz;
bv-238_shop;▀ BV 238A-1;
bv-238_0;▀ Blohm & Voss BV 8-238A-1;
bv-238_1;▀ BV 238A;
bv-238_2;BV 238;
shop/group/me-262a_group;▀ Me 262A Schwalbe;
me-262a-1a_shop;▀ Me 262A-1a Schwalbe (e);
me-262a-1a_0;▀ Messerschmitt Me 8-262A-1a Schwalbe (early production);
me-262a-1a_1;▀ Me 262A Schwalbe;
me-262a-1a_2;Me 262 Schwalbe;
me-262a-1a_early_shop;▀ Me 262A-1a Schwalbe (l);
me-262a-1a_early_0;▀ Messerschmitt Me 8-262A-1a Schwalbe (late production);
me-262a-1a_early_1;▀ Me 262A Schwalbe;
me-262a-1a_early_2;Me 262 Schwalbe;
me-262a1_u1_shop;▀ Me 262A-1a/U1 Schwalbe;
me-262a1_u1_0;▀ Messerschmitt Me 8-262A-1a/U1 Schwalbe;
me-262a1_u1_1;▀ Me 262A Schwalbe;
me-262a1_u1_2;Me 262 Schwalbe;
me-262a-1a_u4_shop;▀ Me 262A-1a/U4 Schwalbe;
me-262a-1a_u4_0;▀ Messerschmitt Me 8-262A-1a/U4 Schwalbe;
me-262a-1a_u4_1;▀ Me 262A Schwalbe;
me-262a-1a_u4_2;Me 262 Schwalbe;
me-262a-2a_shop;▀ Me 262A-2a Sturmvogel;
me-262a-2a_0;▀ Messerschmitt Me 8-262A-2a Sturmvogel;
me-262a-2a_1;▀ Me 262A Sturmvogel;
me-262a-2a_2;Me 262 Sturmvogel;
shop/group/me-262c_group;▀ Me 262C Schwalbe;
me-262c-1a_shop;▀ Me 262C-1a Schwalbe;
me-262c-1a_0;▀ Messerschmitt Me 8-262C-1a Schwalbe;
me-262c-1a_1;▀ Me 262C Schwalbe;
me-262c-1a_2;Me 262 Schwalbe;
me-262c-2b_shop;▀ Me 262C-2b Schwalbe;
me-262c-2b_0;▀ Messerschmitt Me 8-262C-2b Schwalbe;
me-262c-2b_1;▀ Me 262C Schwalbe;
me-262c-2b_2;Me 262 Schwalbe;
me_264_shop;▀ Me 264B-0;
me_264_0;▀ Messerschmitt Me 8-264B-0;
me_264_1;▀ Me 264;
me_264_2;Me 264;
ju-288c_shop;▀ Ju 288C-1;
ju-288c_0;▀ Junkers Ju 8-288C-1;
ju-288c_1;▀ Ju 288C;
ju-288c_2;Ju 288;
shop/group/do_335_group;▀ Do 335 Pfeil;
do_335a_0_shop;▀ Do 335A-0 Pfeil;
do_335a_0_0;▀ Dornier Do 8-335A-0 Pfeil;
do_335a_0_1;▀ Do 335A Pfeil;
do_335a_0_2;Do 335 Pfeil;
do_335a_1_shop;▀ Do 335A-1 Pfeil;
do_335a_1_0;▀ Dornier Do 8-335A-1 Pfeil;
do_335a_1_1;▀ Do 335A Pfeil;
do_335a_1_2;Do 335 Pfeil;
do_335b_2_shop;▀ Do 335B-2 Pfeil;
do_335b_2_0;▀ Dornier Do 8-335B-2 Pfeil;
do_335b_2_1;▀ Do 335B Pfeil;
do_335b_2_2;Do 335 Pfeil;
ju-388j_shop;▀ Ju 388J-1 Störtebeker;
ju-388j_0;▀ Junkers Ju 8-388J-1 Störtebeker;
ju-388j_1;▀ Ju 388J Störtebeker;
ju-388j_2;Ju 388 Störtebeker;
shop/group/me-410a_group;▀ Me 410 Hornisse;
me-410_shop;▀ Me 410A-1 Hornisse;
me-410_0;▀ Messerschmitt Me 8-410A-1 Hornisse;
me-410_1;▀ Me 410A Hornisse;
me-410_2;Me 410 Hornisse;
me-410a-1_shop;▀ Me 410A-1 Hornisse;
me-410a-1_0;▀ Messerschmitt Me 8-410A-1 Hornisse;
me-410a-1_1;▀ Me 410A Hornisse;
me-410a-1_2;Me 410 Hornisse;
shop/group/me-410a_u2_group;▀ Me 410/U2 Hornisse;
me-410a-1_u2_shop;▀ Me 410A-1/U2 Hornisse;
me-410a-1_u2_0;▀ Messerschmitt Me 8-410A-1/U2 Hornisse;
me-410a-1_u2_1;▀ Me 410A Hornisse;
me-410a-1_u2_2;Me 410 Hornisse;
shop/group/me-410a-1_group;▀ Me 410/U4 Hornisse;
me-410a-1_u4_shop;▀ Me 410A-1/U4 Hornisse;
me-410a-1_u4_0;▀ Messerschmitt Me 8-410A-1/U4 Hornisse;
me-410a-1_u4_1;▀ Me 410A Hornisse;
me-410a-1_u4_2;Me 410 Hornisse;
shop/group/me-410b_group;▀ Me 410B Hornisse;
me-410b-1_shop;▀ Me 410B-1 Hornisse;
me-410b-1_0;▀ Messerschmitt Me 8-410B-1 Hornisse;
me-410b-1_1;▀ Me 410B Hornisse;
me-410b-1_2;Me 410 Hornisse;
me-410b-1_u2_shop;▀ Me 410B-1/U2 Hornisse;
me-410b-1_u2_0;▀ Messerschmitt Me 8-410B-1/U2 Hornisse;
me-410b-1_u2_1;▀ Me 410B Hornisse;
me-410b-1_u2_2;Me 410 Hornisse;
me-410b-2_u4_shop;▀ Me 410B-2/U4 Hornisse;
me-410b-2_u4_0;▀ Messerschmitt Me 8-410B-2/U4 Hornisse;
me-410b-2_u4_1;▀ Me 410B Hornisse;
me-410b-2_u4_2;Me 410 Hornisse;
me-410b-6_r3_shop;▀ Me 410B-6 Hornisse;
me-410b-6_r3_0;▀ Messerschmitt Me 8-410B-6 Hornisse;
me-410b-6_r3_1;▀ Me 410B Hornisse;
me-410b-6_r3_2;Me 410 Hornisse;
;;
Aircraft (Germany) [Post-war designations];;
ef_2000_block_10_shop;◄ EF-2000 Block 10 Typhoon;
ef_2000_block_10_0;◄ Eurofighter EF-2000 Block 10 Typhoon;
ef_2000_block_10_1;◄ EF-2000 Block 10 Typhoon;
ef_2000_block_10_2;EF-2000 Typhoon;
;;
Aircraft (Germany) [Company designations];;
bo_105cb2_shop;◄ Bo 105CB (TOW);
bo_105cb2_0;◄ Messerschmitt-Bölkow-Blohm Bo 105CB (TOW);
bo_105cb2_1;◄ Bo 105CB;
bo_105cb2_2;Bo 105;
bo_105pah1_shop;◄ Bo 105P/PAH-1;
bo_105pah1_0;◄ Messerschmitt-Bölkow-Blohm Bo 105P/PAH-1;
bo_105pah1_1;◄ Bo 105P;
bo_105pah1_2;Bo 105;
bo_105pah1_a1_shop;◄ Bo 105P/PAH-1A1;
bo_105pah1_a1_0;◄ Messerschmitt-Bölkow-Blohm Bo 105P/PAH-1A1;
bo_105pah1_a1_1;◄ Bo 105P;
bo_105pah1_a1_2;Bo 105;
;;
;;
Aircraft (USSR) [Pre-1940 designation system];;
bi_shop;▂ BI-1;
bi_0;▂ Bereznyak-Isayev BI-1;
bi_1;▂ BI-1;
bi_2;BI-1;
shop/group/db_3_china_group;⛭ DB-3/SB;
db_3a_china_shop;⛭ DB-3A;
db_3a_china_0;⛭ Ilyushin DB-3A;
db_3a_china_1;⛭ DB-3A;
db_3a_china_2;DB-3;
shop/group/db_3_group;▂ DB-3/Il-4;
db_3b_shop;▂ DB-3B;
db_3b_0;▂ Ilyushin DB-3B;
db_3b_1;▂ DB-3B;
db_3b_2;DB-3;
shop/group/i-15_group;▂ I-15 Chaika;
i-15_1934_shop;▂ I-15 Chaika (R-1820);
i-15_1934_0;▂ Polikarpov I-15 Chaika (SGR-1820-F3);
i-15_1934_1;▂ I-15 Chaika;
i-15_1934_2;I-15 Chaika;
i-15_1935_shop;▂ I-15 Chaika (M-22);
i-15_1935_0;▂ Polikarpov I-15 Chaika (M-22);
i-15_1935_1;▂ I-15 Chaika;
i-15_1935_2;I-15 Chaika;
i-15_1935_moscow_shop;▂ I-15 Chaika (M-22) (181st IAP);
i-15_1935_moscow_0;▂ Polikarpov I-15 Chaika (M-22) (181st Istrebitel'nyy Aviatsionnyy Polk);
i-15_1935_moscow_1;▂ I-15 Chaika;
i-15_1935_moscow_2;I-15 Chaika;
shop/group/i-153_group;▂ I-15bis/I-153 Chaika;
i-15bis_shop;▂ I-15bis Chaika;
i-15bis_0;▂ Polikarpov I-15bis Chaika;
i-15bis_1;▂ I-15bis Chaika;
i-15bis_2;I-15 Chaika;
i-15bis_krasnolutsky_shop;▂ I-15bis Chaika (Krasnolutsky);
i-15bis_krasnolutsky_0;▂ Polikarpov I-15bis Chaika (Krasnolutsky);
i-15bis_krasnolutsky_1;▂ I-15bis Chaika;
i-15bis_krasnolutsky_2;I-15 Chaika;
shop/group/i-15_china_group;⛭ I-15 Chaika;
i-15bis_china_shop;⛭ I-15bis Chaika;
i-15bis_china_0;⛭ Polikarpov I-15bis Chaika;
i-15bis_china_1;⛭ I-15bis Chaika;
i-15bis_china_2;I-15 Chaika;
shop/group/i-16_group;▂ I-16 Ishak;
i-16_type5_shop;▂ I-16 Type 5 Ishak;
i-16_type5_0;▂ Polikarpov I-16 Type 5 Ishak;
i-16_type5_1;▂ I-16 Type 5 Ishak;
i-16_type5_2;I-16 Ishak;
shop/group/i-16_china_group;⛭ I-16 Ishak;
i-16_type5_1935_china_shop;⛭ I-16 Type 5 Ishak;
i-16_type5_1935_china_0;⛭ Polikarpov I-16 Type 5 Ishak;
i-16_type5_1935_china_1;⛭ I-16 Type 5 Ishak;
i-16_type5_1935_china_2;I-16 Ishak;
i-16_type10_shop;▂ I-16 Type 10 Ishak;
i-16_type10_0;▂ Polikarpov I-16 Type 10 Ishak;
i-16_type10_1;▂ I-16 Type 10 Ishak;
i-16_type10_2;I-16 Ishak;
i-16_type10_china_shop;⛭ I-16 Type 10 Ishak;
i-16_type10_china_0;⛭ Polikarpov I-16 Type 10 Ishak;
i-16_type10_china_1;⛭ I-16 Type 10 Ishak;
i-16_type10_china_2;I-16 Ishak;
i-16_type17_china_shop;⛭ I-16 Type 17 Ishak;
i-16_type17_china_0;⛭ Polikarpov I-16 Type 17 Ishak;
i-16_type17_china_1;⛭ I-16 Type 17 Ishak;
i-16_type17_china_2;I-16 Ishak;
i-16_type18_shop;▂ I-16 Type 18 Ishak;
i-16_type18_0;▂ Polikarpov I-16 Type 18 Ishak;
i-16_type18_1;▂ I-16 Type 18 Ishak;
i-16_type18_2;I-16 Ishak;
i-16_type24_shop;▂ I-16 Type 24 Ishak;
i-16_type24_0;▂ Polikarpov I-16 Type 24 Ishak;
i-16_type24_1;▂ I-16 Type 24 Ishak;
i-16_type24_2;I-16 Ishak;
i-16_type27_shop;▂ I-16 Type 27 Ishak;
i-16_type27_0;▂ Polikarpov I-16 Type 27 Ishak;
i-16_type27_1;▂ I-16 Type 27 Ishak;
i-16_type27_2;I-16 Ishak;
i-16_type28_shop;▂ I-16 Type 28 Ishak;
i-16_type28_0;▂ Polikarpov I-16 Type 28 Ishak;
i-16_type28_1;▂ I-16 Type 28 Ishak;
i-16_type28_2;I-16 Ishak;
i_29_shop;▂ I-29;
i_29_0;▂ Yakovlev I-29;
i_29_1;▂ I-29;
i_29_2;I-29;
i-153_m62_shop;▂ I-153 Chaika (M-62);
i-153_m62_0;▂ Polikarpov I-153 Chaika (M-62);
i-153_m62_1;▂ I-153 Chaika;
i-153_m62_2;I-153 Chaika;
i-153_m62_zhukovskiy_shop;▂ I-153 Chaika (M-62) (Zhukovsky);
i-153_m62_zhukovskiy_0;▂ Polikarpov I-153 Chaika (M-62) (Sergey Y. Zhukovsky);
i-153_m62_zhukovskiy_1;▂ I-153 Chaika;
i-153_m62_zhukovskiy_2;I-153 Chaika;
i-153_m62_china_shop;⛭ I-153 Chaika (M-62);
i-153_m62_china_0;⛭ Polikarpov I-153 Chaika (M-62);
i-153_m62_china_1;⛭ I-153 Chaika;
i-153_m62_china_2;I-153 Chaika;
i-153p_shop;▂ I-153P Chaika;
i-153p_0;▂ Polikarpov I-153P Chaika;
i-153p_1;▂ I-153P Chaika;
i-153p_2;I-153 Chaika;
kor_1_shop;▂ KOR-1;
kor_1_0;▂ Beriev KOR-1;
kor_1_1;▂ KOR-1;
kor_1_2;KOR-1;
kor_2_shop;▂ KOR-2;
Kor_2_0;▂ Beriev KOR-2;
Kor_2_1;▂ KOR-2;
Kor_2_2;KOR-2;
mbr-2_shop;▂ MBR-2bis;
mbr-2_0;▂ Beriev MBR-2AM-34;
mbr-2_1;▂ MBR-2bis;
mbr-2_2;MBR-2;
tb_3_m17_32_shop;▂ TB-3 4M-17F;
tb_3_m17_32_0;▂ Tupolev TB-3 4M-17F;
tb_3_m17_32_1;▂ TB-3 4M-17F;
tb_3_m17_32_2;TB-3;
po-2_shop;▂ U-2LSh 'Mule';
po-2_0;▂ Polikarpov U-2LSh 'Mule';
po-2_1;▂ U-2LSh 'Mule';
po-2_2;U-2 'Mule';
po-2_nw_shop;"▂ U-2LSh 'Mule' ""Night Witch""";
po-2_nw_0;"▂ Polikarpov U-2LSh 'Mule' ""Night Witch""";
po-2_nw_1;▂ U-2LSh 'Mule';
po-2_nw_2;U-2 'Mule';
po-2m_shop;▂ U-2M 'Mule';
po-2m_0;▂ Polikarpov U-2M 'Mule';
po-2m_1;▂ U-2M 'Mule';
po-2m_2;U-2 'Mule';
po_2op_event_shop;"▂ U-2M 'Mule' ""Overpowered""";
po_2op_event_0;"▂ Polikarpov U-2M 'Mule' ""Overpowered""";
po_2op_event_1;▂ U-2M 'Mule';
po_2op_event_2;U-2 'Mule';
;;
Aircraft (USSR) [Post-1940 designation system];;
shop/group/ar_group;▂ Ar-2/SB;
ar_2_shop;▂ Ar-2;
ar_2_0;▂ Arkhangelsky Ar-2;
ar_2_1;▂ Ar-2;
ar_2_2;Ar-2;
be_6_shop;▂ Be-6 'Madge';
be_6_0;▂ Beriev Be-6 'Madge';
be_6_1;▂ Be-6 'Madge';
be_6_2;Be-6 'Madge';
il_2_1941_shop;▂ Il-2 Shturmovik (1941) (ShVAK);
il_2_1941_0;▂ Ilyushin Il-2 production of 1941 Shturmovik 'Bark' (ShVAK);
il_2_1941_1;▂ Il-2 Shturmovik (1941);
il_2_1941_2;Il-2 Shturmovik;
shop/group/il-2i_group;▂ Il-2 Shturmovik (m);
il-2i_shop;▂ Il-2 Shturmovik (1941) (YVa-23);
il-2i_0;▂ Ilyushin Il-2 production of 1941 Shturmovik 'Bark' (YVa-23);
il-2i_1;▂ Il-2 Shturmovik (1941);
il-2i_2;Il-2 Shturmovik;
il_2_1942_luftwaffe_shop;▀ Il-2 Shturmovik (1941) (YVa-23);
il_2_1942_luftwaffe_0;▀ Ilyushin Il-2 production of 1941 Shturmovik 'Bark' (YVa-23);
il_2_1942_luftwaffe_1;▀ Il-2 Shturmovik (1941);
il_2_1942_luftwaffe_2;Il-2 Shturmovik;
shop/group/il-2m_group;▂ Il-2 Shturmovik (l);
il_2m_1943_shop;▂ Il-2 Shturmovik (1943);
il_2m_1943_0;▂ Ilyushin Il-2 production of 1943 Shturmovik 'Bark';
il_2m_1943_1;▂ Il-2 Shturmovik (1943);
il_2m_1943_2;Il-2 Shturmovik;
il-2m_mstitel_shop;"▂ Il-2 Shturmovik (1943) ""Mstitel'""";
il-2m_mstitel_0;"▂ Ilyushin Il-2 production of 1943 Shturmovik 'Bark' ""Mstitel'""";
il-2m_mstitel_1;▂ Il-2 Shturmovik (1943);
il-2m_mstitel_2;Il-2 Shturmovik;
il_2_37_1943_shop;▂ Il-2 Shturmovik (1943) (NS-37);
il_2_37_1943_0;▂ Ilyushin Il-2 production of 1943 Shturmovik 'Bark' (NS-37);
il_2_37_1943_1;▂ Il-2 Shturmovik (1943);
il_2_37_1943_2;Il-2 Shturmovik;
il-2m_shop;▂ Il-2 Shturmovik (1944);
il-2m_0;▂ Ilyushin Il-2 production of 1944 Shturmovik 'Bark';
il-2m_1;▂ Il-2 Shturmovik (1944);
il-2m_2;Il-2 Shturmovik;
il_2_m82_shop;▂ Il-2 Shturmovik (M-82);
il_2_m82_0;▂ Ilyushin Il-2 Shturmovik 'Bark' (M-82IR);
il_2_m82_1;▂ Il-2 Shturmovik (M-82);
il_2_m82_2;Il-2 Shturmovik;
il-4_shop;▂ Il-4 (l);
il-4_0;▂ Ilyushin Il-4 (late);
il-4_1;▂ Il-4;
il-4_2;Il-4;
il_8_1944_shop;▂ Il-8 (Vya-23);
Il_8_1944_0;▂ Ilyushin Il-8 (Vya-23);
Il_8_1944_1;▂ Il-8;
Il_8_1944_2;Il-8;
shop/group/il-10_group;▂ Il-10;
il-10_shop;▂ Il-10 'Beast' (e);
il-10_0;▂ Ilyushin Il-10 'Beast' (early production);
il-10_1;▂ Il-10 'Beast';
il-10_2;Il-10 'Beast';
il-10_1946_shop;▂ Il-10 'Beast' (l);
il-10_1946_0;▂ Ilyushin Il-10 'Beast' (late production);
il-10_1946_1;▂ Il-10 'Beast';
il-10_1946_2;Il-10 'Beast';
il-10_1946_china_shop;␗ Il-10 'Beast' (l);
il-10_1946_china_0;␗ Ilyushin Il-10 'Beast' (late production);
il-10_1946_china_1;␗ Il-10 'Beast';
il-10_1946_china_2;Il-10 'Beast';
il-10_1946_hungary_shop;◔ Il-10 'Beast' (l);
il-10_1946_hungary_0;◔ Ilyushin Il-10 'Beast' (late production);
il-10_1946_hungary_1;◔ Il-10 'Beast';
il-10_1946_hungary_2;Il-10 'Beast';
shop/group/il_28_group;▂ Il-28 'Beagle';
il_28_shop;▂ Il-28 'Beagle';
il_28_0;▂ Ilyushin Il-28 'Beagle';
il_28_1;▂ Il-28 'Beagle';
il_28_2;Il-28 'Beagle';
il_28_german_shop;◊ Il-28 'Beagle';
il_28_german_0;◊ Ilyushin Il-28 'Beagle';
il_28_german_1;◊ Il-28 'Beagle';
il_28_german_2;Il-28 'Beagle';
il_28_hungary_shop;◔ Il-28 'Beagle';
il_28_hungary_0;◔ Ilyushin Il-28 'Beagle';
il_28_hungary_1;◔ Il-28 'Beagle';
il_28_hungary_2;Il-28 'Beagle';
il_28_killstreak_shop;▂☢ Il-28N 'Beagle';
il_28_killstreak_0;▂☢ Ilyushin Il-28N 'Beagle';
il_28_killstreak_1;▂☢ ll-28N 'Beagle';
il_28_killstreak_2;Il-28 'Beagle';
il_28_china_killstreak_shop;␗☢ Il-28N 'Beagle';
il_28_china_killstreak_0;␗☢ Ilyushin Il-28N 'Beagle';
il_28_china_killstreak_1;␗☢ ll-28N 'Beagle';
il_28_china_killstreak_2;Il-28 'Beagle';
il_28_german_killstreak_shop;◊☢ Il-28N 'Beagle';
il_28_german_killstreak_0;◊☢ Ilyushin Il-28N 'Beagle';
il_28_german_killstreak_1;◊☢ ll-28N 'Beagle';
il_28_german_killstreak_2;Il-28 'Beagle';
il_28sh_shop;▂ Il-28Sh 'Beagle';
il_28sh_0;▂ Ilyushin Il-28Sh 'Beagle';
il_28sh_1;▂ Il-28Sh 'Beagle';
il_28sh_2;Il-28 'Beagle';
ka_29_shop;▂ Ka-29TB 'Helix-B';
ka_29_0;▂ Kamov Ka-29TB 'Helix-B';
ka_29_1;▂ Ka-29TB 'Helix';
ka_29_2;Ka-29 'Helix';
ka_50_shop;▂ Ka-50 'Hokum-A';
ka_50_0;▂ Kamov Ka-50 'Hokum-A';
ka_50_1;▂ Ka-50 'Hokum';
ka_50_2;Ka-50 'Hokum';
ka_52_shop;▂ Ka-52 'Hokum-B';
ka_52_0;▂ Kamov Ka-52 'Hokum-B';
ka_52_1;▂ Ka-52 'Hokum';
ka_52_2;Ka-52 'Hokum';
lagg-i-301_shop;▂ LaGG-3 (I-301);
lagg-i-301_0;▂ Lavochkin-Gorbunov-Gudkov LaGG-3 (I-301);
lagg-i-301_1;▂ LaGG-3;
lagg-i-301_2;LaGG-3;
shop/group/lagg-3_group;▂ LaGG-3 (e);
lagg-3-1_shop;▂ LaGG-3-1;
lagg-3-1_0;▂ Lavochkin-Gorbunov-Gudkov LaGG-3-1;
lagg-3-1_1;▂ LaGG-3-1;
lagg-3-1_2;LaGG-3;
lagg-3-4_shop;▂ LaGG-3-4;
lagg-3-4_0;▂ Lavochkin-Gorbunov-Gudkov LaGG-3-4;
lagg-3-4_1;▂ LaGG-3-4;
lagg-3-4_2;LaGG-3;
lagg-3-8_shop;▂ LaGG-3-8;
lagg-3-8_0;▂ Lavochkin-Gorbunov-Gudkov LaGG-3-8;
lagg-3-8_1;▂ LaGG-3-8;
lagg-3-8_2;LaGG-3;
lagg-3-11_shop;▂ LaGG-3-11;
lagg-3-11_0;▂ Lavochkin-Gorbunov-Gudkov LaGG-3-11;
lagg-3-11_1;▂ LaGG-3-11;
lagg-3-11_2;LaGG-3;
lagg-3-23_shop;▂ LaGG-3-23;
lagg-3-23_0;▂ Lavochkin-Gorbunov-Gudkov LaGG-3-23;
lagg-3-23_1;▂ LaGG-3-23;
lagg-3-23_2;LaGG-3;
lagg-3-29_shop;▂ LaGG-3-29;
lagg-3-29_0;▂ Lavochkin-Gorbunov-Gudkov LaGG-3-29;
lagg-3-29_1;▂ LaGG-3-29;
lagg-3-29_2;LaGG-3;
lagg-3-34_shop;▂ LaGG-3-34;
lagg-3-34_0;▂ Lavochkin-Gorbunov-Gudkov LaGG-3-34;
lagg-3-34_1;▂ LaGG-3-34;
lagg-3-34_2;LaGG-3;
shop/group/lagg-3_late_group;▂ LaGG-3 (l);
lagg-3-35_shop;▂ LaGG-3-35;
lagg-3-35_0;▂ Lavochkin-Gorbunov-Gudkov LaGG-3-35;
lagg-3-35_1;▂ LaGG-3-35;
lagg-3-35_2;LaGG-3;
lagg-3-66_shop;▂ LaGG-3-66;
lagg-3-66_0;▂ Lavochkin-Gorbunov-Gudkov LaGG-3-66;
lagg-3-66_1;▂ LaGG-3-66;
lagg-3-66_2;LaGG-3;
shop/group/la_5_group;▂ La-5;
la-5_type37_early_shop;▂ La-5 (e);
la-5_type37_early_0;▂ Lavochkin La-5 (early production);
la-5_type37_early_1;▂ La-5;
la-5_type37_early_2;La-5;
la-5_shop;▂ La-5 (l);
la-5_0;▂ Lavochkin La-5 (late production);
la-5_1;▂ La-5;
la-5_2;La-5;
la-5_type39_shop;▂ La-5F;
la-5_type39_0;▂ Lavochkin La-5F;
la-5_type39_1;▂ La-5;
la-5_type39_2;La-5;
la-5fn_shop;▂ La-5FN;
la-5fn_0;▂ Lavochkin La-5FN;
la-5fn_1;▂ La-5F;
la-5fn_2;La-5;
la-5fn_luftwaffe_shop;▀ La-5FN;
la-5fn_luftwaffe_0;▀ Lavochkin La-5FN;
la-5fn_luftwaffe_1;▀ La-5F;
la-5fn_luftwaffe_2;La-5;
